Air District,Title,Number,Report Status,Applicant Name,EJ Project,Identifier,Type,Source Category,Technology,Funded Engines,Project Life,Paid In Full,NOx (tons/yr),ROG (tons/yr),PM (tons/yr),Total NOx (tons),Total ROG (tons),Total PM (tons),Contract Execution,Post Inspection,Grant Amount,Funding Source,Funding/Payment/Withhold Year,Sumif=Funding/Payment/Withhold Amount,Payment/Withhold Date,Equipment ID,First Main Engine Fuel,VIN,Make,Model,Latitude/Longitude,HVIP co-funding
Sacramento Metropolitan AQMD,VET-18-0020,VET-18-0020,Liquidated,Twin Rivers Unified School District,Y,SMQV007464,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1402,0.0084,0.0039,0.701,0.042,0.0195,3/22/19,43784,100000,CAP,CAP 1(FY 2017-2018,100000,44012,708811,ELEC,2A9CP2119KC198301,Lion,LionC,"38.6603, -121.3883",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-18-0020,VET-18-0020,Liquidated,Twin Rivers Unified School District,Y,SMQV007465,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1391,0.0124,0.0008,0.6955,0.062,0.004,3/22/19,43784,100000,CAP,CAP 1(FY 2017-2018,100000,44012,708813,ELEC,2A9CP2110KC198302,Lion,LionC,"38.6603, -121.3883",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-18-0020,VET-18-0020,Liquidated,Twin Rivers Unified School District,Y,SMQV007466,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1569,0.0149,0.001,0.7845,0.0745,0.005,3/22/19,43784,100000,CAP,CAP 1(FY 2017-2018,100000,44012,708815,ELEC,2A9CP2114KC198304,Lion,LionC,"38.6603, -121.3883",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-18-0020,VET-18-0020,Liquidated,Twin Rivers Unified School District,Y,SMQV007467,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.0783,0.0084,0.0006,0.3915,0.042,0.003,3/22/19,43784,100000,CAP,CAP 1(FY 2017-2018,100000,44012,708817,ELEC,1BABNBUA1JF360735,Blue Bird,T3RE,"38.6603, -121.3883",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-18-0020,VET-18-0020,Liquidated,Twin Rivers Unified School District,Y,SMQV007468,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.0449,0.0039,0.0003,0.2245,0.0195,0.0015,3/22/19,43784,100000,CAP,CAP 1(FY 2017-2018,100000,44012,729228,ELEC,1BABNBUA7KF360739,Blue Bird,T3RE,"38.6603, -121.3883",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-18-0020,VET-18-0020,Liquidated,Twin Rivers Unified School District,Y,SMQV007469,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.0661,0.0044,0.0023,0.3305,0.022,0.0115,3/22/19,43784,100000,CAP,CAP 1(FY 2017-2018,100000,44012,708819,ELEC,1BABNBUA1KF360736,BLUE BIRD,T3RE,"38.6603, -121.3883",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-18-0020,VET-18-0020,Liquidated,Twin Rivers Unified School District,Y,SMQV007470,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.123,0.0109,0.0007,0.615,0.0545,0.0035,3/22/19,43852,100000,CAP,CAP 1(FY 2017-2018,100000,44012,708821,ELEC,2A9CP2110KC198316,Lion,LionC,"38.6603, -121.3883",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-18-0020,VET-18-0020,Liquidated,Twin Rivers Unified School District,Y,SMQV007471,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.0986,0.008,0.0005,0.493,0.04,0.0025,3/22/19,43852,100000,CAP,CAP 1(FY 2017-2018,100000,44012,708823,ELEC,1BABNBUA3KF360737,describe other,describe other,"38.6603, -121.3883",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-18-0020,VET-18-0020,Liquidated,Twin Rivers Unified School District,Y,SMQV007472,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.0668,0.0063,0.0005,0.334,0.0315,0.0025,3/22/19,43784,100000,CAP,CAP 1(FY 2017-2018,100000,44012,708825,ELEC,1BABNBUA5KF360738,describe other,describe other,"38.6603, -121.3883",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0047,VET-19-0047,Liquidated,Washington Unified School District,Y,SMQV007711,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1019,0.014,0.001,0.5095,0.07,0.005,6/20/19,43707,124000,CAP,CAP 1(FY 2017-2018,124000,43929,708731,ELEC,2A9CP2127KJ198303,Lion,LionC,"38.570924,-121.537003",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0047,VET-19-0047,Liquidated,Washington Unified School District,Y,SMQV007712,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1019,0.014,0.001,0.5095,0.07,0.005,6/20/19,43707,124000,CAP,CAP 1(FY 2017-2018,124000,43929,708733,ELEC,2A9CP2126KJ198308,Lion,LionC,"38.570924,-121.537003",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0047,VET-19-0047,Liquidated,Washington Unified School District,Y,SMQV007713,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1009,0.0132,0.001,0.5045,0.066,0.005,6/20/19,43707,124000,CAP,CAP 1(FY 2017-2018,124000,43929,708739,ELEC,2A9CP2121KJ198314,Lion,LionC,"38.570924,-121.537003",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0047,VET-19-0047,Liquidated,Washington Unified School District,Y,SMQV007714,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1366,0.0144,0.0068,0.683,0.072,0.034,6/20/19,43707,124000,CAP,CAP 1(FY 2017-2018,124000,43929,708737,ELEC,2A9CP2129KJ198318,Lion,LionC,"38.570924,-121.537003",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
San Joaquin Valley APCD,Visalia Unified School Distric,G-72065,Liquidated,Visalia Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2177,0.0168,0.001,2.177,0.168,0.01,5/16/19,44168,400000,CAP,CAP 1(FY 2017-2018,400000,44195,773962,ELEC,1BABNBUA8KF367831,Blue Bird,T3RE 3904,"36.33684800, -119.31514300",
San Joaquin Valley APCD,Visalia Unified School Distric,G-72063,Liquidated,Visalia Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.1279,0.0119,0.0009,1.279,0.119,0.009,5/16/19,44168,400000,CAP,CAP 1(FY 2017-2018,400000,44195,714331,ELEC,1BAKGCUAXLF369646,Blue Bird,BBCV 3310,"36.33684800, -119.31514300",
San Joaquin Valley APCD,Visalia Unified School Distric,G-72068,Liquidated,Visalia Unified School District,Y,1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.2211,0.019,0.0016,2.211,0.19,0.016,5/16/19,44168,400000,CAP,CAP 1(FY 2017-2018,400000,44195,773958,ELEC,1BABNBUA6KF367830,Blue Bird,T3RE 3904,"36.33684800, -119.31514300",
